EmployeeID,FirstName,LastName,Gender,DOB,Age,SSN
E00465,Kim,Mikkelsen,M,1978-08-05,47,08125320474
E00466,Johan,Nguyen,M,1977-08-28,48,01056108609
E00467,Asbjørn,Hansen,M,2004-02-06,21,06029615266
E00468,Tonje,Helland,F,1976-04-24,49,03033931327
E00469,Nora,Pedersen,F,1977-10-02,48,27025124761
E00470,Christian,Pettersen,M,1965-10-19,60,05057144531
E00471,Mathias,Lie,M,1981-09-26,44,10045546050
E00472,Tove,Kristiansen,F,2002-09-01,23,25114704965
E00473,Kristoffer,Engen,M,1988-09-13,37,23068817528
E00474,Johannes,Holm,M,1996-09-16,29,20085536614
E00475,Julie,Sivertsen,F,1962-10-05,63,12050390622
E00476,Alf,Berg,M,1970-03-20,55,22116700720
E00477,Gunnar,Solberg,M,1968-06-10,57,02034905501
E00478,Ivar,Arnesen,M,1984-10-08,41,13114703618
E00479,Steinar,Haugland,M,2007-01-23,18,23093927036
E00480,Tone,Bakken,F,1959-07-17,66,02058804366
E00481,Sebastian,Eriksen,M,1994-10-24,31,24064600148
E00482,Thea,Holm,F,1967-09-03,58,05086930031
E00483,Henrik,Jenssen,M,1965-07-18,60,03124106426
E00484,Knut,Hauge,M,1968-10-18,57,22027341229
E00485,Bjørn,Mathisen,M,1997-10-18,28,21090678423
E00486,Torill,Engen,F,2002-03-17,23,08054026871
E00487,Thomas,Knutsen,M,1974-04-01,51,15099908022
E00488,Sebastian,Strøm,M,1985-08-07,40,11127515575
E00489,Stian,Arnesen,M,1976-05-09,49,01115742511
E00490,Grethe,Martinsen,F,2000-10-07,25,08106147656
E00491,Johan,Rasmussen,M,1963-03-07,62,01033707270
E00492,Marie,Pettersen,F,1999-11-19,26,10020173411
E00493,Elisabeth,Jenssen,F,1998-02-22,27,22096934320
E00494,Vidar,Larsen,M,1964-06-07,61,26120550437
E00495,Gro,Amundsen,F,1963-07-31,62,02093640988
E00496,Wenche,Jørgensen,F,1988-04-16,37,09074405964
E00497,Roar,Olsen,M,1969-11-08,56,03088219057
E00498,Marit,Ellingsen,F,1970-01-14,55,12055940140
E00499,Jonas,Solheim,M,1989-03-27,36,29124103264
E00500,Britt,Knudsen,F,1967-05-11,58,22106619267
E00501,Elin,Aas,F,1968-10-20,57,19074410688
E00502,Kim,Martinsen,M,1994-08-30,31,28033708574
E00503,Tore,Berg,M,1961-06-18,64,05067717939
E00504,Bjørn,Hagen,M,1998-09-15,27,09035132497
E00505,Aud,Lunde,F,1998-01-16,27,05079210589
E00506,Øystein,Bakke,M,1998-07-09,27,02014700008
E00507,Alexander,Gulbrandsen,M,1962-08-05,63,27026511149
E00508,Roger,Sæther,M,2004-02-01,21,10116920234
E00509,Magne,Strand,M,1981-03-28,44,23028336462
E00510,Eivind,Lund,M,2005-04-14,20,04100264892
E00511,Arild,Johansen,M,1964-02-27,61,03106519586
E00512,Daniel,Moe,M,1990-07-19,35,07100686567
E00513,Trine,Paulsen,F,1975-12-22,50,11116537755
E00514,Øystein,Vik,M,1972-10-06,53,08104109064
E00515,Laila,Ahmed,F,1975-04-28,50,24115840157
E00516,Jorunn,Aasen,F,2004-03-12,21,22097306366
E00517,Pål,Fredriksen,M,1988-01-13,37,05056309480
E00518,Britt,Amundsen,F,1975-03-21,50,07116044549
E00519,Liv,Tangen,F,1965-03-30,60,19055540635
E00520,Berit,Nilsen,F,1998-02-08,27,23110192347
E00521,Hanne,Haugen,F,1977-03-23,48,22037944533
E00522,Janne,Kristensen,F,1977-12-21,48,11078612217
E00523,Åse,Tveit,F,1999-04-03,26,15099706241
E00524,Lise,Kristoffersen,F,1980-11-01,45,05017134428
E00525,Wenche,Ellingsen,F,1990-03-21,35,28107916115
E00526,Britt,Christensen,F,2006-02-24,19,10038009066
E00527,Tonje,Gulbrandsen,F,1983-09-04,42,07127143441
E00528,Jan,Danielsen,M,1961-07-31,64,15037135949
E00529,Hege,Bakken,F,1990-11-28,35,04059807086
E00530,Aud,Vik,F,1974-08-05,51,03109525420
E00531,Thomas,Pedersen,M,2003-05-03,22,11129904153
E00532,Bjørn,Eliassen,M,2003-06-05,22,13096707082
E00533,Morten,Andersen,M,1970-11-24,55,30125546737
E00534,Marie,Ahmed,F,1985-07-05,40,10034613341
E00535,Ida,Hansen,F,1989-10-25,36,23029439206
E00536,Siri,Haugen,F,1993-06-01,32,09077003107
E00537,Joakim,Jenssen,M,1968-10-21,57,14116941857
E00538,Hege,Pedersen,F,1996-06-17,29,04033624498
E00539,Marianne,Moen,F,1992-06-12,33,13087624573
E00540,Frode,Ahmed,M,1981-03-01,44,29115301495
E00541,Asbjørn,Larsen,M,1995-06-30,30,01067510034
E00542,Håvard,Ruud,M,1975-11-16,50,28078322251
E00543,Emma,Fredriksen,F,1999-10-15,26,14127837148
E00544,Tone,Solheim,F,1983-05-26,42,22075631808
E00545,Irene,Danielsen,F,1992-11-02,33,29010488255
E00546,Anita,Mathisen,F,1991-12-29,34,03060789338
E00547,Emil,Holm,M,1971-07-17,54,14067837240
E00548,Åse,Berge,F,1995-04-13,30,30097423691
E00549,Randi,Bakken,F,1982-05-15,43,29058008336
E00550,Tore,Knudsen,M,2002-12-20,23,10106344952
E00551,Kjell,Eriksen,M,2004-10-02,21,24085424404
E00552,Tore,Solberg,M,1979-07-05,46,22019646053
E00553,Thea,Nguyen,F,1986-02-11,39,30043811890
E00554,Jon,Olsen,M,1974-07-01,51,05025031212
E00555,Jorunn,Tangen,F,1964-10-04,61,17028620314
E00556,Stein,Aune,M,2005-01-22,20,22025028191
E00557,Jan,Ellingsen,M,1976-06-12,49,18044506064
E00558,Astrid,Jenssen,F,1989-04-15,36,04104110768
E00559,Olav,Jensen,M,1983-05-14,42,30065806750
E00560,Rune,Rønning,M,2006-03-24,19,31038728043
E00561,Andreas,Haugen,M,1960-10-31,65,21117806178
E00562,Julie,Dahl,F,1985-01-06,40,17019335097
E00563,Kenneth,Næss,M,2001-03-23,24,04036427235
E00564,Rita,Knudsen,F,1970-02-26,55,05090271204
E00565,Geir,Johnsen,M,2006-11-28,19,08105742585
E00566,John,Fredriksen,M,1965-12-29,60,11010386936
E00567,Ola,Brekke,M,1963-03-05,62,10027527057
E00568,Johan,Ruud,M,2002-01-01,23,20085312120
E00569,Anders,Ellingsen,M,1971-02-03,54,24035005753
E00570,Eirik,Haugland,M,1986-07-07,39,26036542577
E00571,Britt,Rasmussen,F,1996-06-29,29,18097223277
E00572,Lise,Amundsen,F,1977-05-20,48,12016816394
E00573,Jens,Myklebust,M,1963-08-30,62,03129305443
E00574,Robert,Johnsen,M,1999-08-06,26,26018724803
E00575,Lene,Mikkelsen,F,2006-03-22,19,18116430467
E00576,Dag,Johannessen,M,1961-10-30,64,09066207657
E00577,Fredrik,Dahl,M,1973-11-19,52,11039002630
E00578,Dag,Sivertsen,M,1989-02-03,36,14058938417
E00579,Janne,Strøm,F,1964-01-10,61,04099935710
E00580,Roger,Helland,M,1978-04-06,47,09116000978
E00581,Sebastian,Martinsen,M,1988-01-08,37,21059709353
E00582,Nina,Nilsen,F,1999-02-12,26,12063906822
E00583,Øyvind,Bakken,M,1978-12-07,47,06065926537
E00584,Kjersti,Rønning,F,1992-07-05,33,29025602364
E00585,Joakim,Johansen,M,1969-04-03,56,07015202704
E00586,Karl,Solberg,M,1975-08-20,50,22010367542
E00587,Alf,Holm,M,1980-02-02,45,02087931199
E00588,Henrik,Bøe,M,1979-11-30,46,04104020548
E00589,Tore,Jørgensen,M,2000-08-19,25,26074912647
E00590,Gro,Johnsen,F,1992-06-07,33,06053903922
E00591,Else,Andresen,F,1980-08-21,45,28104308920
E00592,Nina,Ahmed,F,1971-04-16,54,10039003223
E00593,Anne,Kristiansen,F,1962-11-27,63,25027517474
E00594,Morten,Lund,M,1986-06-24,39,23065043068
E00595,Håkon,Jakobsen,M,1992-09-22,33,10035411750
E00596,Randi,Moe,F,1983-04-08,42,06087616043
E00597,Johannes,Ahmed,M,1985-10-09,40,11010364223
E00598,Terje,Ellingsen,M,1977-10-11,48,09014932183
E00599,Øyvind,Tveit,M,2005-11-21,20,07090688116
E00600,Gunn,Gundersen,F,2000-11-11,25,29018016328
E00601,Malin,Hauge,F,2005-07-19,20,09106000988
E00602,Svein,Jakobsen,M,1997-09-03,28,28054919109
E00603,Marianne,Andresen,F,1982-05-08,43,05098217519
E00604,Stig,Sæther,M,2003-10-19,22,04098009839
E00605,Vilde,Fredriksen,F,1963-05-01,62,26085342567
E00606,Thomas,Bøe,M,1961-03-13,64,06094818506
E00607,Magne,Johansen,M,1985-11-20,40,21054112472
E00608,Torbjørn,Sæther,M,1974-08-06,51,28114542557
E00609,Ole,Hauge,M,1971-01-13,54,26064818073
E00610,Nils,Berntsen,M,1977-01-24,48,04064243492
E00611,Stig,Aune,M,1974-08-04,51,11087547495
E00612,Magne,Ødegård,M,1982-01-04,43,19027437535
E00613,Morten,Berg,M,1991-06-27,34,01090280275
E00614,Ole,Berg,M,2005-10-14,20,29037326133
E00615,Espen,Bøe,M,1973-02-04,52,27097636716
E00616,Erling,Haug,M,1971-09-27,54,07083731472
E00617,Sigrid,Danielsen,F,1980-10-16,45,23075000626
E00618,Ida,Ellingsen,F,1970-12-09,55,13105531006
E00619,Elisabeth,Olsen,F,1988-12-23,37,25085025778
E00620,Odd,Jenssen,M,1959-10-14,66,05020496470
E00621,Anette,Helland,F,1995-08-08,30,21059043002
E00622,Sigrid,Strøm,F,1976-05-25,49,08038706714
E00623,Mari,Nilsen,F,1980-04-18,45,01079218657
E00624,Tove,Martinsen,F,2000-01-18,25,17066022323
E00625,Frank,Johansen,M,1960-10-07,65,28128613023
E00626,Sebastian,Lund,M,1970-12-19,55,07069645172
E00627,Kåre,Pettersen,M,1976-11-14,49,16043803054
E00628,Lene,Knutsen,F,1985-05-05,40,24059630349
E00629,Grethe,Solberg,F,2006-02-17,19,07125019670
E00630,Svein,Bakken,M,2004-07-19,21,20106039985
E00631,Thea,Bøe,F,1987-12-19,38,26019818054
E00632,Einar,Lunde,M,1972-12-25,53,05115245610
E00633,Inger,Christensen,F,1962-02-23,63,22045813774
E00634,Karl,Fredriksen,M,1959-08-27,66,04050657871
E00635,Sofie,Lunde,F,1969-08-13,56,27059946051
E00636,Heidi,Rasmussen,F,1975-03-13,50,04076616723
E00637,Arne,Bakken,M,1971-05-10,54,11120373511
E00638,Linda,Svendsen,F,1967-05-09,58,17129800216
E00639,Siv,Rasmussen,F,1971-01-26,54,30127728972
E00640,Jens,Strøm,M,1965-10-16,60,19017411163
E00641,Kristin,Johansen,F,1990-07-14,35,04028344754
E00642,Magne,Rønning,M,1970-10-25,55,04059726892
E00643,Marianne,Myklebust,F,2005-08-18,20,04036839606
E00644,Åse,Iversen,F,2001-01-25,24,23110480679
E00645,Eirik,Johnsen,M,1989-06-15,36,11050366466
E00646,Alexander,Sørensen,M,2005-08-07,20,25056042442
E00647,Petter,Martinsen,M,2006-04-20,19,18084427256
E00648,Odd,Isaksen,M,2004-08-18,21,23104609953
E00649,Sindre,Andersen,M,1960-04-04,65,05104931210
E00650,Berit,Thomassen,F,1992-12-02,33,19097821472
E00651,Astrid,Lund,F,1974-08-15,51,04025825360
E00652,Dag,Kristiansen,M,1989-09-10,36,07083505707
E00653,Martin,Haug,M,1967-07-18,58,11116206678
E00654,Laila,Ali,F,1997-05-18,28,22035805803
E00655,Sara,Pettersen,F,1980-03-11,45,16116141616
E00656,Kenneth,Jacobsen,M,1963-02-28,62,26068721988
E00657,Øystein,Paulsen,M,2000-04-16,25,13016545737
E00658,Cecilie,Bakken,F,2004-04-21,21,03088740474
E00659,Mona,Martinsen,F,1984-11-28,41,29064402283
E00660,Marie,Bøe,F,1987-04-24,38,20119739390
E00661,Gerd,Berg,F,1986-03-15,39,21028812512
E00662,Einar,Thomassen,M,1987-09-02,38,24040392854
E00663,Mari,Bøe,F,1993-05-30,32,03020782209
E00664,Synnøve,Nielsen,F,1971-04-14,54,12124142820
E00665,Rita,Helland,F,1993-10-08,32,21127238313
E00666,Joakim,Johannessen,M,1982-10-18,43,02028108381
E00667,Laila,Nygård,F,2007-02-06,18,03054044991
E00668,Jon,Sæther,M,1997-02-19,28,24095012295
E00669,Sondre,Sæther,M,1979-03-29,46,19114543309
E00670,Tommy,Rønning,M,1971-07-26,54,11046245190
E00671,Vidar,Iversen,M,1997-09-23,28,21056418757
E00672,Alexander,Martinsen,M,1966-09-17,59,19030559161
E00673,Sverre,Andreassen,M,1973-01-25,52,13078318427
E00674,Eli,Andreassen,F,2006-06-17,19,11023713979
E00675,Anne,Iversen,F,1990-04-07,35,15049847804
E00676,Kjersti,Fredriksen,F,1994-03-27,31,12023724764
E00677,Lene,Ødegård,F,2006-02-02,19,07067900493
E00678,Gunnar,Paulsen,M,1989-08-13,36,01048748984
E00679,Mette,Svendsen,F,2000-07-11,25,09118918646
E00680,Emma,Sivertsen,F,1964-07-13,61,16099047856
E00681,Elin,Jensen,F,1962-03-25,63,14016935515
E00682,Elisabeth,Christensen,F,1999-03-17,26,08088421699
E00683,Tone,Brekke,F,1962-03-08,63,10099338100
E00684,Åse,Pedersen,F,2001-05-11,24,07024831986
E00685,Mona,Iversen,F,1964-06-04,61,21023711939
E00686,Bjørn,Ødegård,M,1993-11-03,32,08039334918
E00687,Lars,Aune,M,1983-03-30,42,21088742459
E00688,Karl,Jacobsen,M,1979-06-11,46,19118707586
E00689,Martin,Fredriksen,M,2003-03-04,22,04065202404
E00690,Kirsten,Berge,F,1985-09-21,40,18068423933
E00691,Marit,Kristensen,F,1992-08-04,33,20070391318
E00692,Jørgen,Madsen,M,1965-01-25,60,15119834853
E00693,Adrian,Pedersen,M,1963-12-03,62,28078843650
E00694,Einar,Ellingsen,M,1996-01-22,29,08064441117
E00695,Turid,Sivertsen,F,1969-12-05,56,08050552153
E00696,Berit,Andersen,F,1971-07-31,54,25033635144
E00697,Rune,Evensen,M,1977-01-24,48,29117028745
E00698,Line,Haug,F,1960-08-12,65,15077234036
E00699,Stian,Strand,M,2001-07-18,24,22100194086
E00700,Karin,Lund,F,1966-09-09,59,24068138198
E00701,Ingeborg,Thorsen,F,1989-04-01,36,06047342188
E00702,Maren,Christensen,F,1995-10-08,30,04108747671
E00703,Robert,Haugen,M,2002-08-12,23,22079400916
E00704,Monica,Birkeland,F,1967-11-08,58,26090386831
E00705,Kristine,Mikkelsen,F,1996-09-21,29,05119913731
E00706,Siri,Madsen,F,1969-02-27,56,15019314895
E00707,Heidi,Eide,F,1967-04-07,58,19039104493
E00708,Sverre,Andresen,M,1976-07-10,49,03099822227
E00709,Sverre,Rønning,M,1975-06-05,50,04079839146
E00710,Geir,Haug,M,1992-07-12,33,20016744949
E00711,Ellen,Myklebust,F,1998-01-15,27,13107427354
E00712,Adrian,Haug,M,1976-03-20,49,30123645665
E00713,Joakim,Jacobsen,M,1968-08-09,57,07074630787
E00714,Martin,Iversen,M,1980-04-02,45,17106311870
E00715,Dag,Hansen,M,1968-12-28,57,28025946008
E00716,Alf,Lund,M,2002-06-13,23,06090487351
E00717,Andreas,Moe,M,1977-03-14,48,22095841388
E00718,Kari,Johannessen,F,1974-08-30,51,18033808786
E00719,Mari,Madsen,F,1965-08-17,60,20117132189
E00720,Svein,Fredriksen,M,2001-04-01,24,07024648804
E00721,Erik,Kristensen,M,1970-04-20,55,30059147672
E00722,Kjell,Amundsen,M,1974-05-10,51,03033916530
E00723,Hanna,Amundsen,F,2004-12-17,21,06128829111
E00724,Ann,Rønning,F,1981-07-08,44,22039847535
E00725,Ragnhild,Moen,F,1998-04-07,27,20119141738
E00726,Kari,Nilsen,F,2003-12-04,22,01070074393
E00727,Petter,Johansen,M,1983-06-25,42,11077600991
E00728,Elise,Knutsen,F,1970-09-26,55,06118632417
E00729,Gro,Brekke,F,1972-03-08,53,13059338158
E00730,Svein,Evensen,M,1987-09-06,38,09117730678
E00731,Odd,Ellingsen,M,1999-09-02,26,06019302375
E00732,Rune,Nilsen,M,1970-06-06,55,25059536209
E00733,Aud,Dahl,F,1977-01-15,48,01059138924
E00734,Stein,Abrahamsen,M,2004-06-30,21,19018213675
E00735,Simen,Larsen,M,1992-03-29,33,06039226896
E00736,Eli,Nielsen,F,1971-11-04,54,28075110504
E00737,Mathias,Næss,M,1999-08-28,26,22040174668
E00738,Emil,Bakke,M,1960-08-04,65,30048906342
E00739,Nils,Olsen,M,2000-04-13,25,24120355666
E00740,Svein,Berntsen,M,2000-07-13,25,06025943617
E00741,Petter,Jørgensen,M,1984-09-01,41,02080364736
E00742,Wenche,Jensen,F,1983-04-27,42,21085416607
E00743,Wenche,Evensen,F,1965-03-03,60,25018216313
E00744,Adrian,Sørensen,M,1959-12-13,66,18085533084
E00745,Kåre,Rønning,M,1973-06-11,52,12104526568
E00746,Einar,Brekke,M,1988-06-17,37,10014916976
E00747,Magnus,Myklebust,M,1984-05-07,41,02085243775
E00748,Vegard,Ellingsen,M,1987-08-02,38,13125711507
E00749,Monica,Myhre,F,1992-05-20,33,18098436509
E00750,Øyvind,Sørensen,M,1986-07-23,39,21064142027
E00751,Turid,Evensen,F,1989-11-09,36,24033706274
E00752,Per,Johansen,M,1982-06-30,43,20083540002
E00753,Daniel,Birkeland,M,1991-07-25,34,19085305185
E00754,Jan,Eriksen,M,1984-09-13,41,20040096605
E00755,Kristin,Olsen,F,2004-02-13,21,27096045951
E00756,Asbjørn,Vik,M,1971-05-24,54,14015012960
E00757,Ingeborg,Eide,F,1961-10-02,64,24023739239
E00758,Terje,Ali,M,1983-12-12,42,07018610048
E00759,Joakim,Vik,M,1986-08-24,39,20107525913
E00760,Grete,Martinsen,F,1960-07-05,65,15054105875
E00761,Ingeborg,Strand,F,1997-07-06,28,09035522589
E00762,Helge,Nygård,M,1972-09-13,53,07096636150
E00763,Jan,Danielsen,M,1987-03-04,38,24016235055
E00764,Ole,Haugen,M,1982-08-07,43,25129634963
E00765,Heidi,Solberg,F,1989-08-06,36,26087315591
E00766,Åse,Kristiansen,F,2005-11-06,20,24026630041
E00767,Jan,Andresen,M,1985-07-04,40,20085020634
E00768,Karin,Martinsen,F,1995-12-01,30,11080665514
E00769,Daniel,Johansen,M,2005-04-23,20,21044004914
E00770,Fredrik,Larsen,M,1980-10-28,45,07107536439
E00771,Frode,Tangen,M,2005-12-13,20,03069047393
E00772,Hanne,Svendsen,F,1975-12-09,50,03098314252
E00773,Hege,Paulsen,F,1983-09-11,42,27069307030
E00774,Solveig,Ruud,F,1992-12-28,33,31055248837
E00775,Ann,Lien,F,1984-09-22,41,19105131995
E00776,Joakim,Lie,M,1971-11-29,54,01123825345
E00777,Unni,Nguyen,F,1968-03-11,57,16080280908
E00778,Andreas,Lund,M,1983-02-05,42,28027229079
E00779,Thea,Martinsen,F,1990-10-10,35,01037900237
E00780,Kirsten,Nielsen,F,1966-04-28,59,15047839553
E00781,Eva,Moe,F,1977-05-09,48,17038630962
E00782,Kenneth,Jacobsen,M,1971-12-25,54,26096213793
E00783,Thea,Thomassen,F,1984-10-19,41,24097411936
E00784,Elisabeth,Nguyen,F,2006-02-23,19,23128646426
E00785,Håkon,Myhre,M,1988-11-16,37,24047311612
E00786,Olav,Bøe,M,2002-05-19,23,05026131504
E00787,Ivar,Myhre,M,1998-02-08,27,15030356389
E00788,Asbjørn,Engen,M,1976-10-08,49,23096428405
E00789,Jan,Jacobsen,M,1983-12-26,42,18035722129
E00790,Leif,Berg,M,1983-05-11,42,07074636890
E00791,Sissel,Rønning,F,1996-02-08,29,28109143903
E00792,Ola,Vik,M,1989-11-17,36,12060089505
E00793,Malin,Pedersen,F,1969-04-28,56,12069226971
E00794,Rune,Johansen,M,1964-04-27,61,20050071279
E00795,Janne,Haug,F,2003-11-26,22,05058138780
E00796,Hilde,Knutsen,F,1984-03-06,41,20054026316
E00797,Eva,Abrahamsen,F,1967-12-22,58,11034242420
E00798,Trond,Solheim,M,1964-11-30,61,03088825003
E00799,Egil,Andresen,M,1991-09-01,34,12045801649
E00800,Pål,Thorsen,M,1965-02-17,60,27029839307
E00801,Dag,Rønning,M,1985-12-29,40,23097928266
E00802,Elisabeth,Mathisen,F,1971-01-28,54,01120492450
E00803,Jørgen,Larsen,M,1991-04-05,34,26125835715
E00804,Erik,Solheim,M,1996-03-01,29,07089140948
E00805,Marius,Mathisen,M,2003-01-01,22,08025022727
E00806,Mette,Evensen,F,1965-07-23,60,04116723749
E00807,Jan,Brekke,M,1980-02-15,45,15070683242
E00808,Kim,Hanssen,M,1991-05-24,34,23065944677
E00809,Vegard,Lien,M,1979-11-08,46,30080668917
E00810,Henrik,Aasen,M,1996-10-08,29,17127326819
E00811,Marius,Johannessen,M,1976-06-21,49,31109224386
E00812,Jan,Arnesen,M,1988-03-13,37,20055133876
E00813,Thor,Sivertsen,M,1977-12-19,48,10128126347
E00814,Bente,Edvardsen,F,1968-10-05,57,02078139628
E00815,Hilde,Solheim,F,2001-11-04,24,06056320022
E00816,Espen,Andersen,M,1995-11-14,30,30060556438
E00817,Hilde,Berntsen,F,1989-04-19,36,02044214078
E00818,Espen,Aas,M,1993-01-19,32,31128731590
E00819,Malin,Solheim,F,1961-08-16,64,08117748201
E00820,Asbjørn,Halvorsen,M,1986-03-03,39,28010161330
E00821,Ivar,Jensen,M,1960-04-28,65,16079624628
E00822,Håvard,Svendsen,M,1961-09-29,64,12088947183
E00823,Petter,Sandvik,M,1973-08-25,52,23016543535
E00824,Jenny,Christensen,F,2002-04-12,23,24024233088
E00825,Ivar,Lien,M,2002-12-01,23,03098023045
E00826,Sofie,Engen,F,1967-02-24,58,24048610567
E00827,Ragnhild,Berg,F,1986-05-26,39,07093600074
E00828,Sander,Ødegård,M,2006-06-21,19,04116431071
E00829,Stine,Paulsen,F,1982-06-30,43,04053941228
E00830,Tobias,Mikkelsen,M,1966-10-10,59,11039614539
E00831,Monica,Ødegård,F,2003-05-02,22,06083922387
E00832,Ivar,Amundsen,M,1992-06-28,33,02024435515
E00833,Mette,Solheim,F,1992-10-25,33,16069034423
E00834,Jenny,Strøm,F,1991-05-05,34,13108204863
E00835,Espen,Kristensen,M,1979-08-02,46,09118329144
E00836,Åse,Pettersen,F,1993-11-23,32,23067301862
E00837,Kari,Vik,F,2001-09-02,24,22018646106
E00838,Svein,Mikkelsen,M,1985-11-01,40,13069035390
E00839,Sindre,Hanssen,M,1981-06-02,44,19097033156
E00840,Arild,Berntsen,M,1971-08-16,54,04090456682
E00841,Geir,Bakken,M,1961-08-18,64,03045642762
E00842,Martine,Paulsen,F,2007-03-11,18,11075403536
E00843,Helge,Nygård,M,1964-04-15,61,23040691650
E00844,Dag,Kristoffersen,M,2002-12-11,23,13010285776
E00845,Knut,Sørensen,M,1963-06-08,62,19025246120
E00846,John,Antonsen,M,1974-02-27,51,16116006298
E00847,May,Jenssen,F,1972-05-11,53,26029036283
E00848,Monica,Tangen,F,1997-06-12,28,27037040881
E00849,Karin,Simonsen,F,1990-09-06,35,14064411900
E00850,Lars,Lund,M,1982-06-07,43,28064834802
E00851,Linn,Iversen,F,1980-11-29,45,17025823761
E00852,Vilde,Pettersen,F,1988-10-07,37,12054238329
E00853,Roy,Moen,M,1974-01-09,51,31107323719
E00854,Lise,Johannessen,F,1959-06-24,66,28044218803
E00855,Anita,Martinsen,F,1968-08-28,57,27058013434
E00856,Alf,Tveit,M,2006-05-27,19,22098206020
E00857,Liv,Iversen,F,1970-02-02,55,24019523957
E00858,Håvard,Evensen,M,1976-11-25,49,16078036668
E00859,Nina,Engen,F,1964-09-19,61,26074230392
E00860,Maria,Solberg,F,2007-04-18,18,15105538496
E00861,Andreas,Strøm,M,1998-09-06,27,02047303489
E00862,Karen,Knudsen,F,1987-10-23,38,01099647805
E00863,Alexander,Pettersen,M,2002-06-27,23,02037319808
E00864,Arild,Haug,M,1996-03-17,29,19105620880
E00865,Tobias,Eriksen,M,1969-11-21,56,13120286921
E00866,Daniel,Eriksen,M,1988-11-09,37,26068109395
E00867,Julie,Arnesen,F,1991-11-06,34,20035616064
E00868,Kristin,Lund,F,1989-01-12,36,22013830898
E00869,Gunnar,Lie,M,1986-05-14,39,19124835804
E00870,Trine,Mathisen,F,1976-03-22,49,28098517601
E00871,Jenny,Sivertsen,F,1998-08-31,27,12069942669
E00872,Linda,Jacobsen,F,1983-03-03,42,24059022977
E00873,Sissel,Ahmed,F,1980-03-17,45,18049239773
E00874,Sondre,Birkeland,M,1989-06-09,36,16060359001
E00875,Cecilie,Svendsen,F,1963-03-06,62,04098518083
E00876,Kenneth,Solberg,M,1967-01-14,58,09028030107
E00877,Jorunn,Ellingsen,F,1996-01-29,29,22068848451
E00878,Mona,Lien,F,2001-11-11,24,30124144058
E00879,Kåre,Nielsen,M,2004-08-14,21,21036016288
E00880,Asbjørn,Hanssen,M,1973-02-14,52,05093603739
E00881,Stig,Aas,M,1963-12-31,62,12087242585
E00882,Einar,Abrahamsen,M,1979-05-16,46,22034914722
E00883,Marit,Sørensen,F,1966-03-30,59,08037938999
E00884,Daniel,Edvardsen,M,1972-12-31,53,26076235154
E00885,Arild,Gulbrandsen,M,1995-06-29,30,16028031711
E00886,Turid,Christensen,F,1960-09-18,65,15057622560
E00887,Hanne,Lund,F,1978-03-28,47,02120185511
E00888,Helge,Brekke,M,1982-09-22,43,28037205607
E00889,Petter,Simonsen,M,2001-02-21,24,13055126210
E00890,Rune,Brekke,M,1988-06-26,37,16067908388
E00891,Stig,Bøe,M,1999-01-02,26,30115808407
E00892,Thor,Sørensen,M,1995-02-10,30,08059509919
E00893,Finn,Haug,M,1964-01-30,61,25065711497
E00894,Erling,Strøm,M,1961-06-21,64,24103847512
E00895,Ellen,Vik,F,1972-04-03,53,26119748827
E00896,Sindre,Halvorsen,M,2000-09-04,25,11085638280
E00897,Henrik,Sivertsen,M,1961-03-29,64,02047544699
E00898,Elise,Lund,F,2000-08-13,25,05066511784
E00899,Maria,Larsen,F,1968-10-27,57,15109214075
E00900,Leif,Thorsen,M,1960-06-27,65,10048314347
E00901,Vegard,Ellingsen,M,1963-12-19,62,06089139773
E00902,Thor,Helland,M,1990-08-08,35,05058538754
E00903,Torbjørn,Haug,M,1986-04-15,39,15085233014
E00904,Lise,Kristiansen,F,1962-05-09,63,09068547102
E00905,Rolf,Jenssen,M,1994-08-03,31,02113812446
E00906,Markus,Johannessen,M,1980-03-10,45,27013829395
E00907,Linda,Haugen,F,2001-03-10,24,03080279603
E00908,Britt,Strand,F,1993-07-14,32,30049737897
E00909,Erik,Johannessen,M,1987-08-11,38,18067801357
E00910,Mathias,Nilsen,M,1973-03-17,52,09096616446
E00911,Synnøve,Rønning,F,1970-08-17,55,13014305011
E00912,Tommy,Kristensen,M,2002-08-12,23,03127433657
E00913,Tove,Madsen,F,2001-02-12,24,19029335721
E00914,Ann,Tveit,F,1971-02-04,54,30057710221
E00915,Fredrik,Tveit,M,1962-12-16,63,03116919701
E00916,Ingeborg,Pedersen,F,1971-10-06,54,07129612015
E00917,Sara,Thorsen,F,1976-09-09,49,21050681790
E00918,Mette,Aasen,F,2000-11-02,25,19036313881
E00919,Svein,Larsen,M,1990-05-05,35,08097005916
E00920,Sigurd,Aasen,M,1976-02-13,49,18055839928
E00921,Grethe,Andersen,F,1972-01-17,53,07039441491
E00922,Andreas,Birkeland,M,1961-09-03,64,23084721190
E00923,Astrid,Bakke,F,1987-11-03,38,29069139823
E00924,Nora,Ødegård,F,1997-09-20,28,26079147949
E00925,Kjetil,Ali,M,1965-10-20,60,15073820569
E00926,Kåre,Andresen,M,1988-07-18,37,05025818646
E00927,Erik,Berg,M,2006-09-25,19,11118233737
E00928,Martine,Ellingsen,F,2006-10-25,19,22098806893
E00929,Tove,Pedersen,F,1995-06-18,30,14089946981
